I509,INSUFFISANCE CARDIAQUE GAUCHE,356
I509,INSUFFISANCE CARDIAQUE GAUCHE,629
I509,INSUFFISANCE CARDIAQUE GAUCHE,777
I509,INSUFFISANCE CARDIAQUE GAUCHE,1027
I509,INSUFFISANCE CARDIAQUE GAUCHE,1318
I509,INSUFFISANCE CARDIAQUE GAUCHE,1444
I509,INSUFFISANCE CARDIAQUE GAUCHE,1455
I509,INSUFFISANCE CARDIAQUE GAUCHE,350
I509,INSUFFISANCE CARDIAQUE GAUCHE,1042
I509,INSUFFISANCE CARDIAQUE GAUCHE,1777
I509,INSUFFISANCE CARDIAQUE GAUCHE,286
I509,INSUFFISANCE CARDIAQUE GAUCHE,374
I509,INSUFFISANCE CARDIAQUE GAUCHE,1117
I509,INSUFFISANCE CARDIAQUE GAUCHE,1186
I509,INSUFFISANCE CARDIAQUE GAUCHE,313
I509,INSUFFISANCE CARDIAQUE GAUCHE,794
I509,INSUFFISANCE CARDIAQUE GAUCHE,
I509,INSUFFISANCE CARDIAQUE GAUCHE,643
I509,INSUFFISANCE CARDIAQUE GAUCHE,1600
I509,INSUFFISANCE CARDIAQUE GAUCHE,868
I509,INSUFFISANCE CARDIAQUE GAUCHE,966
I509,INSUFFISANCE CARDIAQUE GAUCHE,572
I509,INSUFFISANCE CARDIAQUE GAUCHE,1790
I509,INSUFFISANCE CARDIAQUE GAUCHE,1401
I509,INSUFFISANCE CARDIAQUE GAUCHE,148
I509,INSUFFISANCE CARDIAQUE GAUCHE,713
I509,INSUFFISANCE CARDIAQUE GAUCHE,964
I509,INSUFFISANCE CARDIAQUE GAUCHE,979
I509,INSUFFISANCE CARDIAQUE GAUCHE,1004
I509,INSUFFISANCE CARDIAQUE GAUCHE,1057
I509,INSUFFISANCE CARDIAQUE GAUCHE,1196
I509,INSUFFISANCE CARDIAQUE GAUCHE,1202
I509,INSUFFISANCE CARDIAQUE GAUCHE,1211
I509,INSUFFISANCE CARDIAQUE GAUCHE,1746
I509,INSUFFISANCE CARDIAQUE GAUCHE,958
I509,INSUFFISANCE CARDIAQUE GAUCHE,568
I509,INSUFFISANCE CARDIAQUE GAUCHE,1507
I509,INSUFFISANCE CARDIAQUE GAUCHE,569
I509,INSUFFISANCE CARDIAQUE GAUCHE,144
K50,MALADIE DE CROHN,74
K50,MALADIE DE CROHN,215
K50,MALADIE DE CROHN,259
K50,MALADIE DE CROHN,869
K50,MALADIE DE CROHN,1403
K50,MALADIE DE CROHN,312
K50,MALADIE DE CROHN,1783
K50,MALADIE DE CROHN,1095
K50,MALADIE DE CROHN,917
K50,MALADIE DE CROHN,1102
K50,MALADIE DE CROHN,1112
K50,MALADIE DE CROHN,1402
K50,MALADIE DE CROHN,
K50,MALADIE DE CROHN,1767
K50,MALADIE DE CROHN,1276
K50,MALADIE DE CROHN,1242
K50,MALADIE DE CROHN,1092
K50,MALADIE DE CROHN,1700
K50,MALADIE DE CROHN,1667
K50,MALADIE DE CROHN,445
K50,MALADIE DE CROHN,838
E790,LA GOUTTE,486
E790,LA GOUTTE,916
E790,LA GOUTTE,974
E790,LA GOUTTE,1402
E790,LA GOUTTE,1403
E790,LA GOUTTE,1112
E790,LA GOUTTE,1732
E790,LA GOUTTE,
E790,LA GOUTTE,349
E790,LA GOUTTE,
E790,LA GOUTTE,1408
E790,LA GOUTTE,112
E790,LA GOUTTE,711
E790,LA GOUTTE,1460
E119,DIABETE DE TYPE 2,1098
E119,DIABETE DE TYPE 2,827
E119,DIABETE DE TYPE 2,825
E119,DIABETE DE TYPE 2,826
E119,DIABETE DE TYPE 2,824
E119,DIABETE DE TYPE 2,1465
E119,DIABETE DE TYPE 2,694
E119,DIABETE DE TYPE 2,1026
E119,DIABETE DE TYPE 2,607
E119,DIABETE DE TYPE 2,1553
E119,DIABETE DE TYPE 2,1797
E119,DIABETE DE TYPE 2,1520
E119,DIABETE DE TYPE 2,7
J45,ASTHME CHRONIQUE,312
J45,ASTHME CHRONIQUE,230
J45,ASTHME CHRONIQUE,441
J45,ASTHME CHRONIQUE,
J45,ASTHME CHRONIQUE,1153
J45,ASTHME CHRONIQUE,1403
J45,ASTHME CHRONIQUE,259
J45,ASTHME CHRONIQUE,1112
J45,ASTHME CHRONIQUE,1402
J45,ASTHME CHRONIQUE,549
J45,ASTHME CHRONIQUE,33
J45,ASTHME CHRONIQUE,1509
J45,ASTHME CHRONIQUE,1652
J45,ASTHME CHRONIQUE,1514
J45,ASTHME CHRONIQUE,773
J45,ASTHME CHRONIQUE,222
J45,ASTHME CHRONIQUE,1669
J45,ASTHME CHRONIQUE,
J45,ASTHME CHRONIQUE,949
J45,ASTHME CHRONIQUE,1702
J45,ASTHME CHRONIQUE,1156
J45,ASTHME CHRONIQUE,1243
J45,ASTHME CHRONIQUE,1088
J45,ASTHME CHRONIQUE,239
J45,ASTHME CHRONIQUE,1467
G40,EPILEPSIE,1774
G40,EPILEPSIE,358
G40,EPILEPSIE,467
G40,EPILEPSIE,474
G40,EPILEPSIE,558
G40,EPILEPSIE,662
G40,EPILEPSIE,677
G40,EPILEPSIE,712
G40,EPILEPSIE,
G40,EPILEPSIE,795
G40,EPILEPSIE,980
G40,EPILEPSIE,987
G40,EPILEPSIE,1008
G40,EPILEPSIE,1125
G40,EPILEPSIE,1260
G40,EPILEPSIE,1317
G40,EPILEPSIE,1326
G40,EPILEPSIE,1333
G40,EPILEPSIE,1404
G40,EPILEPSIE,1406
G40,EPILEPSIE,1500
G40,EPILEPSIE,1602
G40,EPILEPSIE,1682
G40,EPILEPSIE,1719
G40,EPILEPSIE,1794
G40,EPILEPSIE,1833
G35,SCLEROSE EN PLAQUE,1112
G35,SCLEROSE EN PLAQUE,934
G35,SCLEROSE EN PLAQUE,822
G35,SCLEROSE EN PLAQUE,1185
G35,SCLEROSE EN PLAQUE,729
G35,SCLEROSE EN PLAQUE,1654
G35,SCLEROSE EN PLAQUE,99
G35,SCLEROSE EN PLAQUE,575
G35,SCLEROSE EN PLAQUE,1146
N30,CYSTITE,776
N30,CYSTITE,1367
N30,CYSTITE,453
N30,CYSTITE,1234
N30,CYSTITE,1212
N30,CYSTITE,1614
N30,CYSTITE,1743
N30,CYSTITE,151
N30,CYSTITE,31
N30,CYSTITE,385
A19,TUBERCULOSE,956
A19,TUBERCULOSE,1476
A19,TUBERCULOSE,1438
A19,TUBERCULOSE,673
A19,TUBERCULOSE,1603
A19,TUBERCULOSE,1475
A19,TUBERCULOSE,143
A19,TUBERCULOSE,
A19,TUBERCULOSE,56
A19,TUBERCULOSE,1234
A19,TUBERCULOSE,453
A19,TUBERCULOSE,1015
A19,TUBERCULOSE,1161
A19,TUBERCULOSE,1024
L20,ECZEMA,469
L20,ECZEMA,468
L20,ECZEMA,260
L20,ECZEMA,259
L20,ECZEMA,870
L20,ECZEMA,567
L20,ECZEMA,
L20,ECZEMA,548
L20,ECZEMA,872
L20,ECZEMA,566
